# naive_pinyin dict v1
# sources: rime-ice(8105/base/ext/others)
a	啊:853,阿:753,吖:660,锕:274,腌:38
wan xiang ji tuan	万向集团:358
wan xiang jie	万向节:304
wan xiang yu	晚香玉:334
wan xiao	玩笑:574,完小:376
wan xiao hua	玩笑话:396
wan xie	玩些:501,晚些:292,婉谢:241
wan xie shi hou	晚些时候:327
wan xin	万新:554,玩心:282
wan xing	万姓:451,万幸:440,完形:400,玩性:330,玩兴:256,弯形:254
wan xing tian kong	完形填空:326
wan xiu	万秀:375,挽袖:263
wan xue	晚学:256
wan ya	玩呀:495
wan yan	蜿蜒:564,晚宴:480,婉言:405
wan yan qu zhe	蜿蜒曲折:521
wan yan shang	晚宴上:493
wan yan xie jue	婉言谢绝:388
wan yao	弯腰:532,丸药:409
wan ye	玩也:494
wan yi	万一:622,玩意:510,万亿:498
wan yi de	万亿的:488
wan yi dian	晚一点:314
wan yi er	玩意儿:512,玩艺儿:430
wan yi ge	玩一个:544
wan yi hui	玩一会:484
wan yi mei yuan	万亿美元:414
wan yi tian	晚一天:484
wan yi wan	玩一玩:510
wan yi xie	晚一些:487
wan yi you	万一有:514
wan yong	万用:596
wan yong biao	万用表:380
wan you	万有:542,玩友:303
wan you xi	玩游戏:386
wan you yin li	万有引力:442
wan yu	万余:589,晚于:545,万语:411,晚育:343
wan yu ren	万余人:617
wan yu yuan	万余元:478
wan yuan	万元:717,万源:320
wan yuan hu	万元户:333
wan yuan yi shang	万元以上:418
wan yuan yi xia	万元以下:718
wan yuan zuo you	万元左右:648
wan yue	弯月:518,玩月:471,婉约:439
wan za	玩砸:549
wan zai	晚在:491,万载:395
wan zhan	万盏:364,碗盏:326
wan zhang	万丈:464,万张:345
wan zhang shen yuan	万丈深渊:376
wan zhao	万兆:549,晚照:254
wan zhe	玩着:569,弯着:467,挽着:345,玩者:320,弯折:296
wan zhe ge	玩这个:537
wan zhe yao	弯着腰:305
wan zheng	完整:695,顽症:395
wan zheng ban	完整版:361
wan zheng nei rong	完整内容:626
wan zheng wu que	完整无缺:292
wan zheng xing	完整性:526
wan zhi	完治:497,万只:465
wan zhi hou	完之后:586
wan zhong	碗中:578,万种:483,万众:456
wan zhong feng qing	万种风情:304
wan zhong yi xin	万众一心:425
wan zhong zhu mu	万众瞩目:414
wan zhou	万州:473
wan zhou qu	万州区:362
wan zhu	万株:412,挽住:312
wan zhuan	婉转:500,玩转:350
wan zhuan de	婉转的:523
wan zhuang	碗状:418,万状:371,晚装:368
wan zi	万字:473,卍字:459,丸子:458,弯子:373,腕子:353
wan zi qian hong	万紫千红:384
wan zi xi	晚自习:373
wan zu	腕足:356
wang	王:796,望:788,往:768,忘:715,网:695,亡:692,汪:631,妄:603,旺:598,枉:577,惘:532,罔:451,魍:400,尢:283,辋:237,尪:179
wang an	网安:494,王安:414
wang an shi	王安石:514
wang an yi	王安忆:323
wang ba	网吧:601,王八:510
wang ba dan	王八蛋:342
wang ba guan li	网吧管理:546
wang ba lao ban	网吧老板:519
wang ba men	网吧门:482
wang ba ye zhu	网吧业主:550
wang bao	网暴:549,网爆:418
wang bei	往北:587
wang ben	忘本:372
wang bi	王弼:491
wang bin	王斌:596
wang bing	王冰:545,王兵:485
wang bo	王勃:396
wang bu	网布:312,网捕:254
wang bu dao	望不到:489
wang bu diao	忘不掉:322
wang bu liao	忘不了:508
wang cai	旺财:569,旺才:467
wang cang	旺苍:274
wang chai	旺柴:514
wang chang	往常:547
wang chang ling	王昌龄:380
wang chao	王朝:652,王超:560
wang chen	王晨:523
wang chen mo ji	望尘莫及:441
wang cheng	王城:524,妄称:387
wang cheng xian	望城县:322
wang chong	王充:415,网虫:390
wang chong yang	王重阳:452
wang chu	王储:412
wang chu qu	望出去:294
wang chuan	网传:484,望穿:310
wang chuan qiu shui	望穿秋水:336
wang ci	忘词:280,枉此:260
wang da	网大:527,旺达:498
wang dai	网贷:549,网袋:315,忘带:308
wang dan	王丹:525
wang dang	亡党:244
wang dao	王道:516,望到:308
wang de	忘得:544,网的:505
wang di	王迪:484,网底:270
wang dian	网点:568,网店:394
wang diao	忘掉:521
wang dong	往东:594,妄动:422
wang dou	网兜:344
wang du	王都:412
wang duan	网段:394,望断:346,妄断:249
wang dui	网队:462,旺堆:263
wang duo	往多:484
wang duo le	往多了:484
wang duo le suan	往多了算:484
wang duo le xiang	往多了想:484
wang en	忘恩:328
wang en fu yi	忘恩负义:446
wang er	王二:566,望而:497
wang er que bu	望而却步:444
wang er sheng wei	望而生畏:420
wang fa	王法:434,枉法:356,旺发:248
wang fa cai pan	枉法裁判:500
wang fan	往返:582,忘返:507
wang fan ji piao	往返机票:340
wang fan yu	往返于:546
wang fang	王芳:559,王方:377
wang fei	网飞:665,王妃:505,枉费:374,王菲:332,网费:314
wang feng	望风:420
wang feng bu ying	望风捕影:325
wang feng zhuo ying	望风捉影:549
wang fu	王府:524,往复:463,亡夫:298,旺夫:293,亡父:270
wang fu jing	王府井:502
wang fu jing da jie	王府井大街:442
wang fu ren	王夫人:543
wang fu shi	往复式:366
wang fu zhi	王夫之:398
wang gang	王刚:596
wang gao	望高:377
wang ge	网格:499
wang ge hua	网格化:282
wang ge ji suan	网格计算:502
wang ge wen	网格纹:525
wang gen	忘跟:432
wang gong	王宫:526,王公:496
wang gong gui zu	王公贵族:302
wang gou	网购:579
wang gu	亡故:412,罔顾:358
wang guan	网管:477,网关:472,王冠:450
wang guan ren yuan	网管人员:490
wang guan ruan jian	网管软件:296
wang guan yuan	网管员:310
wang guan zhong xin	网管中心:514
wang guang mei	王光美:332
wang gui	王贵:539
wang guo	王国:648,亡国:524
wang guo nu	亡国奴:360
wang guo wei	王国维:445
wang hai	望海:402
wang han	汪涵:546
wang hao	王浩:577,王皓:533,汪浩:382,网号:293
wang he chu	往何处:479
wang hong	网红:549
wang hong wei	王宏伟:361
wang hong wen	王洪文:428
wang hou	往后:569,王后:446,王侯:404
wang hou tui	往后退:515
wang hu suo yi	忘乎所以:414
wang huai	忘怀:439
wang huan	往还:483
wang hui	往回:503
wang hui zou	往回走:566
wang hun	网婚:484,亡魂:407
wang hun sang dan	亡魂丧胆:325
wang huo	旺火:360
wang ji	忘记:667,旺季:532,王姬:477,网际:358
wang ji le	忘记了:709
wang ji mi ma	忘记密码:699
wang ji ni	忘记你:563
wang ji ta	忘记他:523,忘记她:498
wang ji wang lu	网际网路:299
wang ji wo	忘记我:539
wang jia	王家:508,往家:459,妄加:365,网架:302
wang jia jie gou	网架结构:478
wang jia ling	王家岭:380
wang jia wei	王家卫:362
wang jia xiang	王稼祥:416
wang jian	望见:538,网间:332
wang jian hu lian	网间互联:517
wang jian hua	王建华:318
wang jian jun	王建军:308
wang jian min	王建民:306
wang jiang	王浆:456,望江:394
wang jiao	忘交:409,旺角:275
wang jiao shou	王教授:536
wang jie	往届:460
wang jie sheng	往届生:306
wang jin	王晋:484,网巾:312
wang jin ping	王金平:364
wang jing	王晶:612,王静:570,王婧:453,汪静:447,望京:423,网景:390,网警:315
wang jing wei	汪精卫:502
wang jiu	忘旧:260
wang ju	网剧:549
wang juan	王娟:520
wang jue	王爵:358
wang jun	网军:549
wang jun kai	王俊凯:484
wang ka	网咖:549,网卡:512
wang ka qu dong	网卡驱动:572
wang kai	王凯:536,王开:524,王楷:396
wang kai yi mian	网开一面:396
wang kan	网刊:502
wang kan tou	王磡头:562
wang ke	网课:502
wang kong	网孔:303
wang kou	网口:333
wang kui	望奎:252
wang kun	王昆:483
wang la	忘啦:292
wang lai	往来:624
wang lai gang ao tong xing zheng	往来港澳通行证:525
wang lai yu	往来于:304
wang lan	网篮:284
wang lao	王老:581
wang lao ji	王老吉:327
wang lao shi	王老师:366
wang lao wu	王老五:400
wang le	忘了:611,望了:501
wang le ba	忘了吧:508
wang le ma	忘了吗:487
wang le ni	忘了你:531
wang le ta	忘了他:493
wang le wang	望了望:338
wang le wo	忘了我:544
wang le zi ji	忘了自己:558
wang lei	王磊:611,王雷:545
wang li	往里:354,网里:321
wang li hong	王力宏:362
wang li mian	往里面:324
wang li ming	王利明:460
wang li qin	王励勤:391
wang li zou	往里走:528
wang lian	王莲:445,网恋:434,网联:340
wang liang	魍魉:342
wang liao	网聊:300
wang ling	王陵:553,亡灵:496,网龄:314
wang lou	望楼:348
wang lu	网路:432
wang lun	王伦:487,汪伦:441
wang luo	网络:730,网罗:455
wang luo an quan	网络安全:522
wang luo ban	网络版:486
wang luo bian cheng	网络编程:568
wang luo bian ji	网络编辑:581
wang luo bin	王洛宾:316
wang luo bu xian	网络布线:530
wang luo can shu	网络参数:477
wang luo cao zuo	网络操作:569
wang luo ce shi	网络测试:501
wang luo ceng	网络层:390
wang luo chan pin	网络产品:347
wang luo chu ban	网络出版:532
wang luo chuan bo	网络传播:575
wang luo chuan bo quan	网络传播权:568
wang luo chuan mei	网络传媒:312
wang luo chuan shu	网络传输:592
wang luo chuan xiao	网络传销:494
wang luo chuan zhen	网络传真:300
wang luo cun chu	网络存储:543
wang luo da yin	网络打印:503
wang luo dai kuan	网络带宽:384
wang luo di zhi	网络地址:379
wang luo dian hua	网络电话:379
wang luo dian shi	网络电视:653
wang luo dian tai	网络电台:352
wang luo diao yu	网络钓鱼:522
wang luo du bo	网络赌博:512
wang luo fan zui	网络犯罪:552
wang luo fang wen	网络访问:564
wang luo fen xi	网络分析:304
wang luo fu gai	网络覆盖:325
wang luo fu wu	网络服务:398
wang luo fu wu qi	网络服务器:574
wang luo ge qu	网络歌曲:507
wang luo ge shou	网络歌手:514
wang luo gong cheng	网络工程:358
wang luo gong cheng shi	网络工程师:596
wang luo gong ju	网络工具:326
wang luo gong neng	网络功能:558
wang luo gong si	网络公司:664
wang luo gong xiang	网络共享:334
wang luo gong zuo shi	网络工作室:520
wang luo gou wu	网络购物:562
wang luo gu	网络股:360
wang luo gu zhang	网络故障:334
wang luo guan li	网络管理:460
wang luo guan li yuan	网络管理员:364
wang luo guang bo	网络广播:501
wang luo guang gao	网络广告:394
wang luo gui mo	网络规模:511
wang luo hao	网络号:483
wang luo hong ren	网络红人:314
wang luo hu lian	网络互连:494,网络互联:484
wang luo hua	网络化:515
wang luo huan jing	网络环境:649
wang luo hui yi	网络会议:485
wang luo ji shu	网络技术:697
wang luo ji shu you xian gong si	网络技术有限公司:609
wang luo jian kong	网络监控:577
wang luo jian she	网络建设:638
wang luo jiao shi	网络教室:318
wang luo jiao yu	网络教育:635
wang luo jiao yu xue yuan	网络教育学院:570
wang luo jie	网络界:294
wang luo jie dian	网络节点:502
wang luo jie gou	网络结构:380
wang luo jie kou	网络接口:354
wang luo jing cha	网络警察:306
wang luo jing ji	网络经济:599
wang luo kai fa	网络开发:515
wang luo ke ji	网络科技:355
wang luo ke ji you xian gong si	网络科技有限公司:659
wang luo ke jian	网络课件:496
wang luo ke tang	网络课堂:322
wang luo kong jian	网络空间:332
wang luo kong zhi	网络控制:510
wang luo kuai che	网络快车:502
wang luo li	网络里:554
wang luo lian jie	网络连接:374
wang luo liao tian	网络聊天:520
wang luo lin ju	网络邻居:293
wang luo liu	网络流:521
wang luo liu lan qi	网络浏览器:529
wang luo liu liang	网络流量:338
wang luo mei ti	网络媒体:379
wang luo nei rong	网络内容:507
wang luo pei zhi	网络配置:549
wang luo qing qiu	网络请求:587
wang luo qing yuan	网络情缘:500
wang luo ren cai	网络人才:296
wang luo ri zhi	网络日志:316
wang luo ruan jian	网络软件:330
wang luo se qing	网络色情:295
wang luo shang cheng	网络商城:311
wang luo shang dian	网络商店:549
wang luo she bei	网络设备:380
wang luo she ji	网络设计:554
wang luo she qu	网络社区:563
wang luo she shi	网络设施:296
wang luo she zhi	网络设置:535
wang luo sheng huo	网络生活:538
wang luo shi	网络是:609
wang luo shi chang	网络市场:522
wang luo shi dai	网络时代:353
wang luo shi jie	网络世界:587
wang luo shi ming	网络实名:413
wang luo shi pei qi	网络适配器:308
wang luo shi pin	网络视频:624
wang luo shu ju	网络数据:545
wang luo su du	网络速度:553
wang luo ti xi	网络体系:342
wang luo tong xin	网络通信:434
wang luo tong xun	网络通讯:354
wang luo tu	网络图:369
wang luo tu pian	网络图片:509
wang luo tui guang	网络推广:632
wang luo tuo pu	网络拓扑:314
wang luo wei	网络为:564
wang luo wei hu	网络维护:590
wang luo wen hua	网络文化:617
wang luo wen ti	网络问题:544
wang luo wen xue	网络文学:345
wang luo xi tong	网络系统:482
wang luo xia zai	网络下载:500
wang luo xiang ce	网络相册:301
wang luo xiao shou	网络销售:554
wang luo xiao shuo	网络小说:328
wang luo xie shou	网络写手:501
wang luo xie yi	网络协议:411
wang luo xin wen	网络新闻:330
wang luo xin xi	网络信息:665
wang luo xing	网络型:487
wang luo xing neng	网络性能:541
wang luo xue xiao	网络学校:549
wang luo xue yuan	网络学院:564
wang luo yin hang	网络银行:538
wang luo ying pan	网络硬盘:579
wang luo ying xiao	网络营销:410
wang luo ying yong	网络应用:438
wang luo yong hu	网络用户:604
wang luo you hua	网络优化:526
wang luo you xi	网络游戏:580
wang luo you xian gong si	网络有限公司:596
wang luo yu	网络语:500
wang luo yu yan	网络语言:516
wang luo yun xing	网络运行:538
wang luo za zhi	网络杂志:549
wang luo zhao pin	网络招聘:584
wang luo zhi shi	网络制式:586,网络知识:559
wang luo zhong duan	网络终端:495
wang luo zhong xin	网络中心:635
wang luo zhuang tai	网络状态:531
wang luo zi yuan	网络资源:463
wang luo zong he	网络综合:291
wang luo zong he zheng	网络综合征:549
wang ma wu bi	王码五笔:483
wang mang	王莽:494
wang mei	网媒:549
wang men	望门:260
wang meng	王蒙:547
wang mi	网迷:292
wang mian	网面:418
wang min	网民:601,王敏:553
wang min men	网民们:523
wang ming	网名:478,亡命:444
wang ming quan	汪明荃:289
wang ming tian ya	亡命天涯:290
wang mo	网膜:353
wang mou	王某:674
wang mu	王母:410,网目:310,亡母:260
wang mu niang niang	王母娘娘:400
wang na	往哪:593,往那:573
wang na er	往哪儿:491
wang na li	往哪里:541,往那里:503
wang na yi zuo	往那一坐:484
wang nan	往南:598,王楠:404
wang nei	网内:364,往内:296
wang ni	往你:534,望你:393
wang nian	往年:564,忘年:453,旺年:411,妄念:375
wang nv shi	王女士:362
wang pai	王牌:518,网拍:442
wang pan	网盘:501
wang peng	王鹏:559
wang pian	网片:294
wang ping	网评:477
wang po	王婆:522
wang pu	旺铺:570
wang qi	望其:456,亡妻:352,旺气:286
wang qi shan	王岐山:369
wang qi xiang bei	望其项背:381
wang qian	往前:590,网签:418
wang qian zou	往前走:362
wang qiao	网桥:356
wang qing	王青:502,忘情:465,汪清:300,网情:251
wang qing shui	忘情水:292
wang qiong	王琼:573
wang qiu	网球:560,妄求:254
wang qiu chang	网球场:412
wang qiu gong kai sai	网球公开赛:508
wang qiu pai	网球拍:300
wang qiu wang zi	网球王子:324
wang qiu yun dong	网球运动:480
wang qu	望去:581,亡去:408,妄取:249
wang quan	王权:476
wang que	忘却:520
wang que le	忘却了:558
wang qun	王群:500
wang ran	枉然:434,惘然:402
wang ren	王仁:534,网人:296,妄人:248
wang ren fu	王仁甫:523
wang ri	往日:572,望日:457
wang ri qing huai	往日情怀:295
wang rong	王蓉:533
wang sha	网纱:418,枉杀:243
wang shang	网上:676,网商:447,往上:384
wang shang bao ming	网上报名:681
wang shang cha xun	网上查询:570
wang shang chong lang	网上冲浪:536
wang shang chuang ye	网上创业:544
wang shang dian pu	网上店铺:310
wang shang diao cha	网上调查:559
wang shang ding gou	网上订购:615
wang shang ding piao	网上订票:504
wang shang gong bu	网上公布:559
wang shang gou mai	网上购买:527
wang shang gou shu	网上购书:478
wang shang gou wu	网上购物:683
wang shang hua dian	网上花店:496
wang shang jia yuan	网上家园:362
wang shang jian zhi	网上兼职:481
wang shang jiao yi	网上交易:372
wang shang kai dian	网上开店:623
wang shang liao tian	网上聊天:317
wang shang lin ju	网上邻居:346
wang shang mai	网上买:489
wang shang mao yi	网上贸易:331
wang shang pa	往上爬:328
wang shang pai mai	网上拍卖:495
wang shang qiu zhi	网上求职:509
wang shang shang cheng	网上商城:370
wang shang shang dian	网上商店:368
wang shang she qu	网上社区:499
wang shang shu cheng	网上书城:492
wang shang shu dian	网上书店:602
wang shang tou gao	网上投稿:533
wang shang tou piao	网上投票:532
wang shang xiao shou	网上销售:602
wang shang yin hang	网上银行:382
wang shang yu ding	网上预订:552
wang shang zhao pin	网上招聘:580
wang shang zhi	往上指:484
wang shang zhi bo	网上直播:502
wang shang zhi fu	网上支付:382
wang shang zhuan qian	网上赚钱:565
wang shang zi yuan	网上资源:514
wang shang zou	往上走:315
wang she	王蛇:410
wang shen	网申:484
wang sheng	往生:648,旺盛:574
wang sheng de	旺盛的:641
wang sheng jing tu	往生净土:483
wang shi	往事:589,王室:556,王师:502,旺势:420,往时:352,亡失:280,旺市:266,忘事:265
wang shi chong	王世充:406
wang shi de	王室的:509
wang shi fu	王师傅:361
wang shi ru yan	往事如烟:300
wang shou ren	王守仁:484
wang shu	王叔:514
wang shu cheng	汪恕诚:288
wang shuang	王双:507
wang shui	王水:378
wang shuo	王朔:595,妄说:262
wang si	忘死:381,枉死:346,网丝:255
wang si li	往死里:516
wang su	网速:392
wang sui	往岁:372
wang sun	王孙:420
wang ta	往他:573,往她:531,望他:529,望她:513,往它:415
wang tai	王台:380,望台:379
wang tan	网坛:346,妄谈:270,网谈:268
wang tao	忘掏:418
wang te	网特:288
wang ti	罔替:236
wang tian	望天:565
wang tian shu	望天树:371
wang ting	王庭:501
wang tong	网通:528
wang tong ji tuan	网通集团:485
wang tong yong hu	网通用户:554
wang tou	网投:418
wang tu	妄图:528,王土:460,网图:418
wang wa	网袜:418
wang wai	往外:659,望外:411,网外:312
wang wang	往往:716,望望:526,汪汪:440,旺旺:412,网网:376
wang wang ba	往往把:569
wang wang dou shi	往往都是:569
wang wang hui	往往会:699
wang wang shi	往往是:729
wang wei	王伟:616,王位:538,枉为:455,妄为:440
wang wen	网纹:379,网文:336
wang wen sheng yi	望文生义:364
wang wo	往我:546,忘我:468
wang wo gong zuo	忘我工作:312
wang wu	王五:522
wang xi	往西:597,王喜:522,往昔:485,王曦:421
wang xi feng	王熙凤:318
wang xi zhi	王羲之:464
wang xia	王霞:541,网下:410,往下:387
wang xia diao	往下掉:316
wang xia kan	往下看:571
wang xia liu	往下流:298
wang xia tiao	往下跳:291
wang xia zhi	往下指:484
wang xia zou	往下走:320
wang xian	网线:428
wang xian sheng	王先生:482
wang xiang	望向:639,妄想:536,网箱:330
wang xiao	网校:486,旺销:348
wang xiao jie	王小姐:422
wang xiao shan	王小山:296
wang xiao ya	王小丫:398
wang xie	忘写:409
wang xin	网信:418
wang xin ling	王心凌:556
wang xing	汪星:549,王姓:508,网星:476,忘形:394,汪姓:385,忘性:260
wang xiong	王兄:504
wang xiu	王修:486
wang xu	王旭:569
wang xu dong	王旭东:306
wang xuan	王选:564
wang xue	王学:587,王雪:553
wang xun	网讯:309
wang yan	王艳:554,王岩:506,王炎:467,妄言:416,王妍:396,网眼:366,望眼:308,忘言:288
wang yan yu chuan	望眼欲穿:394
